#
# Clustering Coefficient Distribution. G(70931, 531032). Average clustering: 0.2078  OpenTriads: 31355847 (0.9541)  ClosedTriads: 1509113 (0.0459) (Sun Apr 27 19:27:54 2014)
#
# Node degree	Average clustering coefficient
160	0.157548
161	0.187637
162	0.151628
163	0.214655
164	0.164421
165	0.158152
166	0.201952
167	0.206199
168	0.211023
169	0.159799
170	0.122461
171	0.14092
172	0.215207
173	0.127076
174	0.14982
175	0.223505
176	0.17163
177	0.125589
178	0.0655292
179	0.162383
180	0.150661
181	0.203646
182	0.142303
183	0.237721
184	0.142107
185	0.123652
186	0.205664
187	0.0837354
188	0.158029
189	0.147524
190	0.112227
191	0.207333
192	0.123989
193	0.142186
194	0.199918
195	0.131458
196	0.136642
197	0.134738
199	0.183162
200	0.105698
201	0.285279
202	0.258992
203	0.157015
204	0.136611
205	0.142913
206	0.17808
207	0.157554
208	0.163269
209	0.176866
210	0.14897
211	0.0398625
212	0.243147
213	0.185732
214	0.258056
215	0.0641292
216	0.182133
218	0.185536
219	0.0695754
220	0.260268
221	0.210714
222	0.0925498
223	0.244993
224	0.243001
225	0.105769
226	0.243063
227	0.193336
228	0.142409
229	0.20097
230	0.0910165
231	0.194586
232	0.137886
233	0.191122
234	0.112593
235	0.11707
236	0.111073
237	0.162225
239	0.150583
240	0.0830869
241	0.186667
242	0.0808938
243	0.0931044
245	0.173185
246	0.151552
247	0.152207
248	0.187555
249	0.074756
250	0.150716
252	0.151551
253	0.182679
254	0.183566
255	0.121736
256	0.103879
257	0.0783826
258	0.108264
259	0.139124
260	0.0256358
261	0.0707777
262	0.165959
263	0.166109
264	0.277641
265	0.149664
267	0.0431302
268	0.031801
269	0.10322
271	0.19398
272	0.0516972
273	0.301981
274	0.15583
275	0.183732
276	0.100734
277	0.0723895
278	0.189661
279	0.0944739
280	0.125641
281	0.107842
282	0.171832
283	0.141305
285	0.0631068
286	0.108088
287	0.116933
288	0.277057
289	0.0760317
290	0.0414923
291	0.116583
292	0.0231188
293	0.0283154
296	0.106764
297	0.201285
298	0.0853171
299	0.177412
300	0.0409045
301	0.0668248
303	0.190456
304	0.110944
305	0.127553
306	0.112635
307	0.0681896
308	0.109912
309	0.10185
310	0.0720895
311	0.0586205
314	0.243183
315	0.0811808
316	0.233734
317	0.147636
318	0.120253
319	0.11681
320	0.192983
321	0.115772
322	0.156845
323	0.161053
324	0.20397
325	0.0526274
326	0.0947394
327	0.233327
328	0.16663
329	0.00804359
330	0.125293
331	0.00470567
334	0.0419742
335	0.161057
336	0.0468195
338	0.103462
339	0.191125
341	0.143554
342	0.116446
343	0.151869
346	0.160835
347	0.150212
349	0.17067
352	0.135542
353	0.119081
357	0.181874
362	0.102312
364	0.0462644
365	0.0284518
366	0.0529247
367	0.0657272
368	0.0936931
370	0.0799831
371	0.102382
372	0.0895015
373	0.169223
374	0.104889
377	0.0224978
378	0.123835
379	0.0212866
381	0.17119
384	0.1451
387	0.106895
390	0.0422759
393	0.224163
395	0.0613411
397	0.150961
399	0.099939
402	0.121901
406	0.0481726
410	0.0621829
411	0.0571211
414	0.0252778
415	0.0345167
422	0.142338
423	0.0298832
425	0.168604
428	0.10912
432	0.0168415
436	0.039872
438	0.126855
443	0.135533
445	0.0397784
452	0.0305032
454	0.148107
455	0.0367049
457	0.160299
458	0.0142355
459	0.0716812
464	0.124837
465	0.0570811
467	0.0900712
470	0.184866
476	0.0153077
481	0.131786
482	0.0145975
484	0.0872582
485	0.108217
510	0.0599993
519	0.0369481
520	0.078216
523	0.0768002
524	0.111999
526	0.0147514
529	0.0154952
536	0.00598411
548	0.0553429
565	0.0670859
581	0.0297105
594	0.0802046
598	0.0731916
599	0.0283918
606	0.0445669
613	0.0433994
614	0.101953
619	0.0901933
627	0.0157845
632	0.0384885
680	0.0600293
706	0.0258941
738	0.0413144
755	0.0599885
764	0.0598839
776	0.0322918
824	0.0161987
849	0.0232796
859	0.0239685
1015	0.00576753
1032	0.00375998
1058	0.0403495
1116	0.038569
1204	0.0249958
1237	0.0335769
1398	0.0269076
